item_basico,nome_produto,preco,preco_original,em_oferta,loja_market_id,categoria_id,codigo_barras,estoque,slug,url_produto
acucar,IOGURTE VERDE CAMPO LACFREE ZERO LACTOSE NATURAL 500G,9.85,9.85,False,355,13760,7898205923988,1,iogurte-lactose-free-sem-adocante-500g,https://mercadinhossaoluiz.com.br/produto/iogurte-lactose-free-sem-adocante-500g
acucar,AÇÚCAR DEMERARA PRECIOSO 1KG,6.31,6.31,False,355,13760,7898926342105,14,acucar-demerara-precioso-1kg,https://mercadinhossaoluiz.com.br/produto/acucar-demerara-precioso-1kg
acucar,AÇÚCAR DEMERARA OLHO D`ÁGUA 1KG,5.25,5.25,False,355,13760,7896725201012,73,acucar-demerara-olho-dagua-1kg-93922,https://mercadinhossaoluiz.com.br/produto/acucar-demerara-olho-dagua-1kg-93922
acucar,AÇÚCAR MASCAVO ÁSTER 1KG,12.52,12.52,False,355,13760,7898961803012,2,acucar-aster-mascavo-sache-1kg,https://mercadinhossaoluiz.com.br/produto/acucar-aster-mascavo-sache-1kg
acucar,ADOÇANTE LÍNEA XILITOL POUCH 300G,51.78,51.78,False,355,13760,7896001215238,2,adocante-linea-xilitol-pouch-300g,https://mercadinhossaoluiz.com.br/produto/adocante-linea-xilitol-pouch-300g
acucar,AÇÚCAR MASCAVO UNIÃO PACOTE 1KG,23.25,23.25,False,355,13760,7891910030293,7,acucar-mascavo-uniao-pacote-1kg,https://mercadinhossaoluiz.com.br/produto/acucar-mascavo-uniao-pacote-1kg
acucar,ADOÇANTE SVILI STÉVIA PURA 90ML,27.42,27.42,False,355,13760,7897670701749,4,adocante-stevia-pura-90ml,https://mercadinhossaoluiz.com.br/produto/adocante-stevia-pura-90ml
acucar,AÇÚCAR MASCAVO PRECIOSO 1KG,10.42,10.42,False,355,13760,7898926342532,10,acucar-mascavo-1kg-precioso,https://mercadinhossaoluiz.com.br/produto/acucar-mascavo-1kg-precioso
acucar,ADOÇANTE ZERO CAL LÍQUIDO ERITRITOL 65ML,18.94,18.94,False,355,13760,7896094919136,3,adocante-zero-cal-eritritol-zero-gluten-65m,https://mercadinhossaoluiz.com.br/produto/adocante-zero-cal-eritritol-zero-gluten-65m
acucar,ADOCANTE STEVIA 100% NATURAL ANDINA 20G,63.75,63.75,False,355,13760,735201110226,4,adocante-stevia-100-natural-andina-40g-246702,https://mercadinhossaoluiz.com.br/produto/adocante-stevia-100-natural-andina-40g-246702
acucar,ADOÇANTE EM PÓ LINEA ERITRITOL 300G,55.57,55.57,False,355,13760,7896001200012,4,adocante-em-po-linea-eritritol-300g,https://mercadinhossaoluiz.com.br/produto/adocante-em-po-linea-eritritol-300g
acucar,AÇÚCAR DEMERARA ASTER 1KG,6.73,6.73,False,355,13760,7898961803050,12,acucar-demerara-aster-1kg-148577,https://mercadinhossaoluiz.com.br/produto/acucar-demerara-aster-1kg-148577
acucar,ADOÇANTE ZERO CAL STÉVIA COM SUCRALOSE LÍQUIDO 80ML,15.78,15.78,False,355,13760,7896094915046,1,adocante-liquido-zero-cal-stevia-80ml-98356,https://mercadinhossaoluiz.com.br/produto/adocante-liquido-zero-cal-stevia-80ml-98356
acucar,ADOCANTE ZERO CAL STEVIA COM 2 UNIDADES 50% DESCONTO NA 2 UNIDADE,23.15,23.15,False,355,13760,7896094919129,3,adocante-zero-cal-stevia-com-2-unidades-50-desconto-na-2-unidade,https://mercadinhossaoluiz.com.br/produto/adocante-zero-cal-stevia-com-2-unidades-50-desconto-na-2-unidade
acucar,ADOCANTE DIETETICO EM PO LINEA COM 50 ENVELOPES,15.78,15.78,False,355,13760,7896001250710,4,adocante-dietetico-em-po-linea-com-50-envelopes,https://mercadinhossaoluiz.com.br/produto/adocante-dietetico-em-po-linea-com-50-envelopes
acucar,ADOCANTE LIQ MAGRO 60ML 100% STEVIA,18.16,18.16,False,355,13760,7896292005792,10,adocante-liq-magro-60ml-100-stevia,https://mercadinhossaoluiz.com.br/produto/adocante-liq-magro-60ml-100-stevia
acucar,ADOCANTE LIQUIDO LINEA 75ML DIET 50% DESCONTO NA 2 UNIDADE,29.95,29.95,False,355,13760,7896001282421,7,adocante-liquido-linea-75ml-diet-50-desconto-na-2-unidade,https://mercadinhossaoluiz.com.br/produto/adocante-liquido-linea-75ml-diet-50-desconto-na-2-unidade
acucar,ADOCANTE STEVIA SEM SABOR AMARGO 30ML COLOR ANDINA,27.15,27.15,False,355,13760,619205643778,5,,https://mercadinhossaoluiz.com.br/produto/None
acucar,ADOCANTE LIQUIDO GOLD STEVIA 100% 65ML,13.09,13.09,False,355,13760,7896569406253,1,adocante-liquido-gold-stevia-100-65ml,https://mercadinhossaoluiz.com.br/produto/adocante-liquido-gold-stevia-100-65ml
acucar,ACUCAR GRANELLI PCT 1KG MASCAVO,14.26,14.26,False,355,13760,7898996012243,12,,https://mercadinhossaoluiz.com.br/produto/None
acucar,ACUCAR GRANELLI MASCAVO 500G ~,8.09,8.09,False,355,13760,7898996012250,15,,https://mercadinhossaoluiz.com.br/produto/None
acucar,ADOCANTE LIQUIDO GOLD STEVIA 65ML,13.78,13.78,False,355,13760,7896261405448,1,,https://mercadinhossaoluiz.com.br/produto/None
oleo,MOLHO DE TOMATE POMAROLA RECEITAS BOLONHESA 300G,9.15,9.15,False,355,13799,7896036095126,22,pomarola-bolonhesa-sache-300g,https://mercadinhossaoluiz.com.br/produto/pomarola-bolonhesa-sache-300g
